player,sum_salary,today,year
Stephen Curry,43006362,52411485,2020
Russell Westbrook,41358814,50403633,2020
Chris Paul,41358814,50403633,2020
John Wall,41254920,50277018,2020
James Harden,41254920,50277018,2020
Kevin Durant,40108950,48880434,2020
LeBron James,39219566,47796549,2020
Paul George,35450412,43203114,2020
Klay Thompson,35361360,43094587,2020
Mike Conley,34502132,42047453,2020
Jimmy Butler,34379100,41897515,2020
Kawhi Leonard,34379100,41897515,2020
Kemba Walker,34379100,41897515,2020
Tobias Harris,34358850,41872836,2020
Blake Griffin,33900241,41313933,2020
Kyrie Irving,33722850,41097748,2020
Khris Middleton,33051724,40279853,2020
Anthony Davis,32742000,39902395,2020
Damian Lillard,31626953,38543497,2020
Kevin Love,31258256,38094169,2020
Pascal Siakam,30559200,37242235,2020
Ben Simmons,30559200,37242235,2020
Kyle Lowry,30500000,37170089,2020
Steven Adams,29592695,36064364,2020
Joel Embiid,29542010,36002595,2020
Andrew Wiggins,29542010,36002595,2020
Nikola Jokic,29542010,36002595,2020
Devin Booker,29467800,35912155,2020
Karl-Anthony Towns,29467800,35912155,2020
Kristaps Porzingis,29467800,35912155,2020
CJ McCollum,29354152,35773654,2020
Bradley Beal,28751774,35039541,2020
Andre Drummond,28751774,35039540,2020
D'Angelo Russell,28649250,34914596,2020
Gordon Hayward,28500000,34732706,2020
Otto Porter,28489239,34719592,2020
DeMar DeRozan,27739975,33806470,2020
Giannis Antetokounmpo,27528088,33548245,2020
Rudy Gobert,27525281,33544824,2020
Al Horford,27500000,33514014,2020
Brandon Ingram,27285000,33251996,2020
Jamal Murray,27285000,33251996,2020
Jrue Holiday,27026011,32936368,2020
Nikola Vucevic,26000000,31685977,2020
Jaylen Brown,25035118,30510084,2020
Buddy Hield,24931817,30384192,2020
Draymond Green,22246956,27112175,2020
Harrison Barnes,22215909,27074338,2020
Fred VanVleet,21250000,25897193,2020
Victor Oladipo,21000000,25592520,2020
Malcolm Brogdon,20700000,25226913,2020
Julius Randle,19845000,24184931,2020
Domantas Sabonis,19800000,24130090,2020
Gary Harris,19610714,23899409,2020
Zach LaVine,19500000,23764483,2020
Danilo Gallinari,19500000,23764483,2020
Jerami Grant,19050000,23216072,2020
Tim Hardaway Jr,18975000,23124670,2020
Terry Rozier,18900000,23033268,2020
Aaron Gordon,18136364,22102631,2020
Goran Dragic,18000000,21936446,2020
Myles Turner,18000000,21936446,2020
Bogdan Bogdanovic,18000000,21936446,2020
Clint Capela,18000000,21936446,2020
Bojan Bogdanovic,17850000,21753642,2020
LaMarcus Aldridge,17628340,21483506,2020
Gorgui Dieng,17587688,21433964,2020
Evan Fournier,17150000,20900558,2020
Ricky Rubio,17000000,20717754,2020
Eric Bledsoe,16875000,20565418,2020
Eric Gordon,16869267,20558431,2020
Caris LeVert,16203704,19747315,2020
Joe Harris,16071429,19586113,2020
James Johnson,16047100,19556463,2020
Dennis Schroeder,15500000,18889717,2020
Cody Zeller,15415730,18787018,2020
Danny Green,15365853,18726233,2020
Davis Bertans,15000000,18280371,2020
Andre Iguodala,15000000,18280371,2020
Jonas Valanciunas,15000000,18280371,2020
Marcus Morris,14883721,18138663,2020
Rudy Gay,14500000,17671026,2020
Kelly Oubre,14375000,17518689,2020
Dejounte Murray,14286000,17410226,2020
Will Barton,13723214,16724363,2020
Thaddeus Young,13545000,16507175,2020
Patrick Mills,13535714,16495858,2020
Terrence Ross,13500000,16452334,2020
Malik Beasley,13425895,16362023,2020
Patrick Beverley,13333333,16249218,2020
Christian Wood,13015874,15862334,2020
JJ Redick,13013700,15859684,2020
Justise Winslow,13000000,15842988,2020
Marcus Smart,12946428,15777701,2020
Jusuf Nurkic,12888889,15707578,2020
Kelly Olynyk,12819650,15623197,2020
Trevor Ariza,12800000,15599250,2020
Brook Lopez,12697675,15474547,2020
Dion Waiters,12650000,15416446,2020
Cory Joseph,12600000,15355512,2020
Markelle Fultz,12288697,14976129,2020
Taurean Prince,12250000,14928970,2020
Tony Snell,12178571,14841920,2020
Robert Covington,12138345,14792897,2020
Kentavious Caldwell-Pope,12073020,14713286,2020
TJ Warren,12000000,14624297,2020
Larry Nance Jr,11709091,14269769,2020
Nicolas Batum,11608231,14146851,2020
Jordan Clarkson,11500000,14014951,2020
Spencer Dinwiddie,11454048,13958950,2020
Dillon Brooks,11400000,13893082,2020
Dwight Powell,11080125,13503253,2020
Lonzo Ball,11003782,13410215,2020
Norman Powell,10865952,13242242,2020
Josh Richardson,10865952,13242242,2020
Jeremy Lamb,10500000,12796260,2020
DeAndre Jordan,10375678,12644750,2020
Joe Ingles,10363637,12630075,2020
Zion Williamson,10245480,12486078,2020
Paul Millsap,10100000,12308783,2020
Rodney Hood,10047450,12244741,2020
Deandre Ayton,10018200,12209094,2020
Tomas Satoransky,10000000,12186914,2020
Jayson Tatum,9897120,12061535,2020
Anthony Edwards,9757440,11891308,2020
Al-Farouq Aminu,9720900,11846777,2020
Dante Exum,9600000,11699437,2020
George Hill,9590602,11687984,2020
De'Anthony Melton,9571712,11664963,2020
Kyle Anderson,9505100,11583784,2020
Meyers Leonard,9400000,11455699,2020
Derrick Favors,9258000,11282645,2020
Derrick Jones,9258000,11282645,2020
Jae Crowder,9258000,11282645,2020
Montrezl Harrell,9258000,11282645,2020
Serge Ibaka,9258000,11282645,2020
Tristan Thompson,9258000,11282645,2020
Dario Saric,9250000,11272895,2020
Ja Morant,9166800,11171500,2020
Delon Wright,9000000,10968223,2020
Marvin Bagley,8963640,10923911,2020
Cedi Osman,8840580,10773939,2020
Tyus Jones,8817143,10745376,2020
James Wiseman,8730240,10639468,2020
Royce O'Neale,8500000,10358877,2020
Maxi Kleber,8475000,10328410,2020
Thomas Bryant,8333333,10155761,2020
RJ Barrett,8231760,10031975,2020
Jakob Poeltl,8101852,9873657,2020
De'Aaron Fox,8099627,9870946,2020
Luka Doncic,8049360,9809686,2020
Mason Plumlee,8000000,9749531,2020
Louis Williams,8000000,9749531,2020
PJ Tucker,7969537,9712406,2020
LaMelo Ball,7839960,9554492,2020
Seth Curry,7834449,9547776,2020
Derrick Rose,7682926,9363116,2020
Cristiano Felicio,7529020,9175552,2020
Rajon Rondo,7500000,9140185,2020
De'Andre Hunter,7422000,9045127,2020
Jonathan Isaac,7362565,8972695,2020
Doug McDermott,7333333,8937070,2020
Robin Lopez,7300000,8896447,2020
Jaren Jackson Jr,7257360,8844482,2020
JaMychal Green,7199760,8774285,2020
Nemanja Bjelica,7150000,8713643,2020
Patrick Williams,7068360,8614149,2020
Aron Baynes,7000000,8530840,2020
Darius Miller,7000000,8530840,2020
Ivica Zubac,7000000,8530840,2020
Jabari Parker,6930729,8446419,2020
Lauri Markkanen,6731508,8203631,2020
Darius Garland,6720720,8190484,2020
DJ Augustin,6666667,8124610,2020
Trae Young,6571800,8008996,2020
Chris Boucher,6500000,7921494,2020
Juan Hernangomez,6493000,7912963,2020
Joakim Noah,6431666,7838216,2020
Isaac Okoro,6400920,7800746,2020
Frank Ntilikina,6176578,7527342,2020
DeMarre Carroll,6119676,7457996,2020
Jarrett Culver,6104280,7439233,2020
Ishmael Smith,6000000,7312148,2020
Alec Burks,6000000,7312148,2020
Mo Bamba,5969040,7274418,2020
Onyeka Okongwu,5813640,7085033,2020
Justin Holiday,5720400,6971402,2020
Dennis Smith,5686677,6930304,2020
Avery Bradley,5635000,6867326,2020
Timofey Mozgov,5573333,6792173,2020
Coby White,5572680,6791377,2020
Trey Lyles,5500000,6702802,2020
Wendell Carter,5448840,6640454,2020
Zach Collins,5406255,6588556,2020
Malik Monk,5345687,6514743,2020
Killian Hayes,5307120,6467741,2020
Luke Kennard,5273826,6427166,2020
Ryan Anderson,5214583,6354967,2020
Donovan Mitchell,5195501,6331712,2020
Rodney McGruder,5192307,6327820,2020
Bam Adebayo,5115492,6234206,2020
Justin Jackson,5109637,6227070,2020
Jaxson Hayes,5105160,6221614,2020
Richaun Holmes,5005350,6099977,2020
Enes Kanter,5005350,6099977,2020
Mike Scott,5005350,6099977,2020
Ed Davis,5005350,6099977,2020
Nerlens Noel,5000000,6093457,2020
Luol Deng,5000000,6093457,2020
Daniel Theis,5000000,6093457,2020
Collin Sexton,4991880,6083561,2020
Pat Connaughton,4938273,6018231,2020
Obi Toppin,4862040,5925326,2020
Kevon Looney,4821429,5875834,2020
Elfrid Payton,4767000,5809502,2020
Josh Jackson,4767000,5809502,2020
Garrett Temple,4767000,5809502,2020
Kris Dunn,4767000,5809502,2020
Rui Hachimura,4692840,5719123,2020
Denzel Valentine,4642800,5658140,2020
Kevin Knox,4588680,5592185,2020
DJ Wilson,4548280,5542949,2020
Deni Avdija,4469160,5446527,2020
Cam Reddish,4458000,5432926,2020
TJ Leaf,4431423,5400536,2020
Mikal Bridges,4359000,5312276,2020
Jalen Smith,4245720,5174222,2020
Cameron Johnson,4235160,5161353,2020
Reggie Bullock,4200000,5118504,2020
JaVale McGee,4200000,5118504,2020
Shai Gilgeous-Alexander,4141320,5046991,2020
John Collins,4137302,5042094,2020
Willie Cauley-Stein,4100000,4996634,2020
Devin Vassell,4033440,4915518,2020
PJ Washington,4023600,4903526,2020
Patrick McCaw,4000000,4874765,2020
Dorian Finney-Smith,4000000,4874765,2020
Alex Len,3970648,4838994,2020
Terrance Ferguson,3944013,4806534,2020
Miles Bridges,3934320,4794722,2020
Austin Rivers,3929049,4788298,2020
Jevon Carter,3925000,4783363,2020
Jarrett Allen,3909902,4764964,2020
Nicolo Melli,3897436,4749771,2020
OG Anunoby,3872215,4719035,2020
Gabriel Deck,3870370,4716786,2020
Tyrese Haliburton,3831840,4669830,2020
Tyler Herro,3822240,4658131,2020
Patrick Patterson,3814771,4649028,2020
Stanley Johnson,3804150,4636085,2020
Jake Layman,3761085,4583602,2020
Jerome Robinson,3737520,4554883,2020
Danuel House,3717000,4529876,2020
Kira Lewis,3640200,4436280,2020
Romeo Langford,3631200,4425312,2020
Moe Harkless,3623000,4415319,2020
Bobby Portis,3623000,4415319,2020
Wesley Matthews,3623000,4415319,2020
Wayne Ellington,3564753,4344333,2020
Kyle Kuzma,3562178,4341195,2020
Michael Porter,3550800,4327329,2020
Tony Bradley,3542060,4316678,2020
Derrick White,3516284,4285265,2020
Luca Vildoza,3500000,4265420,2020
TJ McConnell,3500000,4265420,2020
Boban Marjanovic,3500000,4265420,2020
Bismack Biyombo,3500000,4265420,2020
Josh Hart,3491159,4254645,2020
Aaron Nesmith,3458400,4214722,2020
Sekou Doumbouya,3449400,4203754,2020
Dewayne Dedmon,3447478,4201411,2020
Troy Brown,3372840,4110451,2020
Jeff Teague,3372826,4110433,2020
James Ennis,3300000,4021681,2020
Michael Carter-Williams,3300000,4021681,2020
Cole Anthony,3285120,4003547,2020
Taj Gibson,3283684,4001797,2020
Facundo Campazzo,3200000,3899812,2020
Jon Leuer,3169348,3862457,2020
Chuma Okeke,3121080,3803633,2020
Isaiah Stewart,3121080,3803633,2020
Nickeil Alexander-Walker,3113160,3793981,2020
DeMarcus Cousins,3051832,3719241,2020
Donte DiVincenzo,3044160,3709891,2020
Khem Birch,3011499,3670087,2020
Trey Burke,3000000,3656074,2020
Ryan Arcidiacono,3000000,3656074,2020
Aleksej Pokusevski,2964840,3613225,2020
Goga Bitadze,2957520,3604304,2020
Lonnie Walker,2895720,3528989,2020
Ben McLemore,2893630,3526442,2020
Andrew Nicholson,2844429,3466481,2020
Luka Samanic,2824320,3441974,2020
Josh Green,2816760,3432761,2020
Kevin Huerter,2761920,3365928,2020
Marko Guduric,2750000,3351401,2020
Alex Caruso,2750000,3351401,2020
Matisse Thybulle,2711280,3304213,2020
Saddiq Bey,2689920,3278182,2020
Josh Okogie,2651040,3230799,2020
Vincent Poirier,2619207,3192005,2020
Brandon Clarke,2602920,3172156,2020
Precious Achiuwa,2582160,3146856,2020
Carmelo Anthony,2564753,3125642,2020
Dwight Howard,2564753,3125642,2020
Udonis Haslem,2564753,3125642,2020
Marc Gasol,2564753,3125642,2020
Jared Dudley,2564753,3125642,2020
Jose Juan Barea,2564753,3125642,2020
Jeff Green,2564753,3125642,2020
Grayson Allen,2545320,3101959,2020
Grant Williams,2498760,3045217,2020
Tyrese Maxey,2478840,3020941,2020
Chandler Hutchison,2443440,2977799,2020
Mfiondu Kabengele,2432353,2964287,2020
Darius Bazley,2399160,2923835,2020
Moritz Wagner,2383915,2905256,2020
Zeke Nnaji,2379840,2900290,2020
Aaron Holiday,2345640,2858611,2020
Bryn Forbes,2337145,2848258,2020
E'Twaun Moore,2331593,2841492,2020
Markieff Morris,2331593,2841492,2020
Reggie Jackson,2331593,2841492,2020
Hassan Whiteside,2320044,2827417,2020
Kent Bazemore,2320044,2827417,2020
Ty Jerome,2303040,2806695,2020
Mike Muscala,2283034,2782314,2020
Anfernee Simons,2252040,2744541,2020
Brad Wanamaker,2250000,2742055,2020
Luke Kornet,2250000,2742055,2020
Monta Ellis,2245400,2736449,2020
Nassir Little,2210640,2694088,2020
RJ Hampton,2193480,2673175,2020
Matthew Dellavedova,2174318,2649822,2020
Solomon Hill,2174318,2649822,2020
Edmond Sumner,2160000,2632373,2020
Anderson Varejao,2141713,2610087,2020
Dylan Windler,2137440,2604879,2020
Immanuel Quickley,2105520,2565979,2020
John Konchar,2100000,2559252,2020
Landry Shamet,2090040,2547113,2020
Jordan Poole,2063280,2514501,2020
Bol Bol,2058240,2508359,2020
Keldon Johnson,2048040,2495928,2020
Payton Pritchard,2035800,2481012,2020
Robert Williams,2029920,2473846,2020
Langston Galloway,2028594,2472230,2020
Bruno Caboclo,2028594,2472230,2020
Tyler Johnson,2028594,2472230,2020
Gary Clark,2018458,2459876,2020
Jacob Evans,2017320,2458490,2020
Spencer Hawes,2007058,2445984,2020
Dzanan Musa,2002800,2440795,2020
Kenrich Williams,2000000,2437382,2020
Theo Maledon,2000000,2437382,2020
Damyean Dotson,2000000,2437382,2020
Omari Spellman,1988280,2423099,2020
Quinn Cook,1981649,2415018,2020
Cameron Payne,1977011,2409366,2020
Mario Hezonja,1977011,2409366,2020
Udoka Azubuike,1977000,2409352,2020
Jaden McDaniels,1964760,2394436,2020
Malachi Flynn,1950600,2377179,2020
Desmond Bane,1936440,2359922,2020
Jontay Porter,1900000,2315513,2020
Raul Neto,1882867,2294633,2020
JaKarr Sampson,1882867,2294633,2020
Jahlil Okafor,1882867,2294633,2020
Larry Sanders,1865546,2273524,2020
Marquese Chriss,1824003,2222896,2020
David Nwaba,1824003,2222896,2020
Timothe Luwawu,1824003,2222896,2020
Georges Niang,1783557,2173605,2020
Rodions Kurucs,1780152,2169456,2020
Furkan Korkmaz,1762796,2148304,2020
Alfonzo McKinnie,1762796,2148304,2020
Damion Lee,1762796,2148304,2020
PJ Dozier,1762796,2148304,2020
Abdel Nader,1752950,2136305,2020
Semi Ojeleye,1752950,2136305,2020
DeAndre Bembry,1737145,2117043,2020
Frank Kaminsky,1737145,2117043,2020
Willy Hernangomez,1737145,2117043,2020
Thon Maker,1737145,2117043,2020
Monte Morris,1723707,2100666,2020
Kevin Porter,1717981,2093688,2020
Shake Milton,1701593,2073716,2020
Thanasis Antetokounmpo,1701593,2073716,2020
Brandon Goodwin,1701593,2073716,2020
Ignas Brazdeikis,1686315,2055097,2020
Torrey Craig,1678854,2046005,2020
Dwayne Bacon,1678854,2046005,2020
Wesley Iwundu,1678854,2046005,2020
Sterling Brown,1678854,2046005,2020
Isaac Bonga,1663861,2027733,2020
Gary Trent Jr,1663861,2027733,2020
Sviatoslav Mykhailiuk,1663861,2027733,2020
Mitchell Robinson,1663861,2027733,2020
Jarred Vanderbilt,1663861,2027733,2020
Kendrick Nunn,1663861,2027733,2020
Duncan Robinson,1663861,2027733,2020
Hamidou Diallo,1663861,2027733,2020
Jalen Brunson,1663861,2027733,2020
Devonte Graham,1663861,2027733,2020
Bruce Brown,1663861,2027733,2020
Drew Eubanks,1620564,1974967,2020
Harry Giles,1620564,1974967,2020
Josh Gray,1620564,1974967,2020
Wenyen Gabriel,1620564,1974967,2020
Isaiah Hartenstein,1620564,1974967,2020
Daniel Gafford,1517981,1849950,2020
Juwan Morgan,1517981,1849950,2020
Miye Oni,1517981,1849950,2020
Matt Thomas,1517981,1849950,2020
Chris Silva,1517981,1849950,2020
Terence Davis,1517981,1849950,2020
Justin James,1517981,1849950,2020
Isaiah Roby,1517981,1849950,2020
Luguentz Dort,1517981,1849950,2020
Admiral Schofield,1517981,1849950,2020
Jaylen Nowell,1517981,1849950,2020
Naz Reid,1517981,1849950,2020
KZ Okpala,1517981,1849950,2020
Talen Horton-Tucker,1517981,1849950,2020
Terance Mann,1517981,1849950,2020
Jalen Lecque,1517981,1849950,2020
Chris Clemons,1517981,1849950,2020
Mychal Mulder,1517981,1849950,2020
Alen Smailagic,1517981,1849950,2020
Eric Paschall,1517981,1849950,2020
Vlatko Cancar,1517981,1849950,2020
Dean Wade,1517981,1849950,2020
Javonte Green,1517981,1849950,2020
Jalen McDaniels,1517981,1849950,2020
Caleb Martin,1517981,1849950,2020
Cody Martin,1517981,1849950,2020
Nicolas Claxton,1517981,1849950,2020
Carsen Edwards,1517981,1849950,2020
Bruno Fernando,1517981,1849950,2020
Robert Woodard,1500000,1828037,2020
Damian Jones,1487284,1812540,2020
JR Smith,1456667,1775227,2020
Paul Watson,1445697,1761858,2020
Zylan Cheatham,1445697,1761858,2020
Kelan Martin,1445697,1761858,2020
DaQuan Jeffries,1445697,1761858,2020
Jae'Sean Tate,1445697,1761858,2020
Vernon Carey,1350000,1645233,2020
Xavier Tillman,1300000,1584298,2020
Tyrell Terry,1289846,1571924,2020
Oshae Brissett,1255493,1530058,2020
Moses Brown,1250000,1523364,2020
Sindarius Thornwell,1235889,1506167,2020
Ersan Ilyasova,1194542,1455778,2020
Glenn Robinson III,1165322,1420167,2020
Zhaire Smith,1068200,1301806,2020
Khyri Thomas,1061283,1293376,2020
Guerschon Yabusele,1039080,1266317,2020
Norvel Pelle,1014905,1236854,2020
Jahmi'us Ramsey,1000000,1218691,2020
Lamar Stevens,1000000,1218691,2020
Nick Richards,1000000,1218691,2020
Kyle Singler,999200,1217716,2020
Juan Toscano-Anderson,943963,1150399,2020
Shaquille Harrison,915048,1115160,2020
Chimezie Metu,910895,1110099,2020
Anthony Gill,898310,1094762,2020
Elijah Hughes,898310,1094762,2020
Tre Jones,898310,1094762,2020
CJ Elleby,898310,1094762,2020
Isaiah Joe,898310,1094762,2020
Sam Merrill,898310,1094762,2020
Jordan Nwora,898310,1094762,2020
Daniel Oturu,898310,1094762,2020
KJ Martin,898310,1094762,2020
Deividas Sirvydis,898310,1094762,2020
Iman Shumpert,803044,978662,2020
Theo Pinson,802182,977612,2020
Yuta Watanabe,737996,899389,2020
Tremont Waters,712278,868047,2020
Frank Jackson,699115,852004,2020
Rayjon Tucker,693755,845473,2020
Tyler Cook,693141,844724,2020
Garrison Mathews,688052,838523,2020
Cole Aldrich,685340,835217,2020
Shaun Livingston,666666,812460,2020
Gabe Vincent,660750,805250,2020
Tacko Fall,653924,796931,2020
Max Strus,647098,788612,2020
Alize Johnson,621587,757522,2020
Anthony Tolliver,614838,749297,2020
Paul Reed,609128,742339,2020
Tim Frazier,597463,728123,2020
Jordan Bell,592368,721913,2020
Amir Coffey,578842,705429,2020
Naji Marshall,538391,656132,2020
Kyle Guy,537888,655519,2020
Markus Howard,535294,652358,2020
Skylar Mays,532218,648609,2020
Mamadi Diakite,529341,645103,2020
Nathan Knight,522989,637362,2020
Jared Harper,520487,634313,2020
Saben Lee,516836,629863,2020
Jarrell Brantley,510586,622246,2020
Jordan McLaughlin,503760,613928,2020
Rondae Hollis-Jefferson,502957,612949,2020
Reggie Perry,489148,596120,2020
Trent Forrest,470690,573625,2020
Cassius Stanley,470690,573625,2020
Dakari Johnson,459414,559883,2020
Cassius Winston,449115,547332,2020
Jalen Harris,449115,547332,2020
Quinndary Weatherspoon,449115,547332,2020
Keita Bates-Diop,449115,547332,2020
Keljin Blevins,449115,547332,2020
Ty-Shon Alexander,449115,547332,2020
Josh Hall,449115,547332,2020
Jaylen Adams,449115,547332,2020
Sean McDermott,449115,547332,2020
Killian Tillie,449115,547332,2020
Kostas Antetokounmpo,449115,547332,2020
Devontae Cacok,449115,547332,2020
Jay Scrubb,449115,547332,2020
Nico Mannion,449115,547332,2020
Nate Hinton,449115,547332,2020
Tyler Bey,449115,547332,2020
Marques Bolden,449115,547332,2020
Adam Mokoka,449115,547332,2020
Devon Dotson,449115,547332,2020
Nate Darling,449115,547332,2020
Grant Riller,449115,547332,2020
Chris Chiozza,449115,547332,2020
Yogi Ferrell,444149,541280,2020
Noah Vonleh,427725,521264,2020
Mason Jones,424544,517387,2020
Brodric Thomas,412202,502346,2020
Andre Roberson,411639,501660,2020
Donta Hall,376276,458563,2020
Brian Bowen,375321,457400,2020
Anzejs Pasecniks,374297,456152,2020
Freddie Gillespie,363015,442403,2020
AJ Hammons,350087,426648,2020
Karim Mane,344557,419908,2020
Will Magnay,341481,416159,2020
Greg Whittington,332252,404912,2020
Raymond Spalding,289156,352391,2020
Chasson Randle,279927,341144,2020
Justin Patton,267623,326149,2020
Gary Payton II,249864,304507,2020
Mike James,237648,289619,2020
Charlie Brown,217844,265484,2020
Anthony Lamb,215330,262420,2020
Justin Robinson,198040,241349,2020
Axel Toupane,196872,239926,2020
Henry Ellenson,168983,205938,2020
Ashton Hagans,166111,202438,2020
Isaiah Thomas,159698,194622,2020
John Henson,158907,193658,2020
Armoni Brooks,135362,164964,2020
Jordan Bone,135350,164949,2020
Jaylen Hoard,129209,157465,2020
Justin Anderson,125000,152336,2020
Didi Louzada,123056,149967,2020
Amida Brimah,123056,149967,2020
Troy Williams,122741,149583,2020
James Nunnally,107674,131221,2020
Demetrius Jackson,92857,113164,2020
Dakota Mathias,86132,104968,2020
Malik Fitts,61528,74983,2020
Jeremiah Martin,58452,71234,2020
Jerian Grant,50000,60934,2020
Louis King,49222,59986,2020
Cameron Oliver,43070,52489,2020
Cam Reynolds,33299,40581,2020
Andrew White,25000,30467,2020
Tyler Hall,25000,30467,2020
Elijah Bryant,24611,29993,2020
Caleb Homesley,20000,24373,2020
Stephen Curry,37457154,46700853,2018
Russell Westbrook,35665000,44466430,2018
LeBron James,35654150,44452903,2018
Chris Paul,35654150,44452903,2018
Kyle Lowry,32700000,40769726,2018
Blake Griffin,31873932,39739800,2018
Gordon Hayward,31214295,38917377,2018
James Harden,30570000,38114083,2018
Paul George,30560700,38102488,2018
Mike Conley,30521115,38053134,2018
Kevin Durant,30000000,37403418,2018
Paul Millsap,29230769,36444356,2018
Al Horford,28928710,36067754,2018
Damian Lillard,27977689,34882040,2018
DeMar DeRozan,27739975,34585663,2018
Chris Bosh,26837720,33460749,2018
Jrue Holiday,26641111,33215620,2018
Otto Porter,26011913,32431148,2018
CJ McCollum,25759766,32116776,2018
Joel Embiid,25467250,31752073,2018
Andrew Wiggins,25467250,31752073,2018
Nikola Jokic,25467250,31752073,2018
Anthony Davis,25434263,31710946,2018
Bradley Beal,25434262,31710944,2018
Andre Drummond,25434262,31710944,2018
Hassan Whiteside,24434262,30464164,2018
Dwight Howard,24256725,30242814,2018
Steven Adams,24157304,30118858,2018
Giannis Antetokounmpo,24157304,30118858,2018
Marc Gasol,24119025,30071132,2018
Kevin Love,24119025,30071132,2018
Harrison Barnes,24107258,30056461,2018
Chandler Parsons,24107258,30056461,2018
Nicolas Batum,24000000,29922734,2018
Rudy Gobert,23491573,29288837,2018
Kawhi Leonard,23114066,28818169,2018
DeAndre Jordan,22897200,28547785,2018
LaMarcus Aldridge,22347015,27861825,2018
Serge Ibaka,21666667,27013580,2018
Aaron Gordon,21590909,26919126,2018
Danilo Gallinari,21587579,26914974,2018
Victor Oladipo,21000000,26182392,2018
Ryan Anderson,20421546,25461187,2018
Joakim Noah,20261172,25261235,2018
Kyrie Irving,20099189,25059279,2018
Jabari Parker,20000000,24935612,2018
Jimmy Butler,19841627,24738155,2018
Zach LaVine,19500000,24312221,2018
Wesley Matthews,19360228,24137956,2018
Allen Crabbe,19332500,24103386,2018
Enes Kanter,19264603,24018733,2018
Tyler Johnson,19245370,23994754,2018
John Wall,19169800,23900535,2018
Jeff Teague,19000000,23688831,2018
George Hill,19000000,23688831,2018
Klay Thompson,18988725,23674774,2018
Goran Dragic,18109175,22578168,2018
Kent Bazemore,18089888,22554121,2018
Evan Turner,17868853,22278539,2018
Draymond Green,17469565,21780714,2018
Tristan Thompson,17469565,21780714,2018
Tim Hardaway Jr,17325000,21600474,2018
Pau Gasol,17133285,21361447,2018
Reggie Jackson,17043478,21249477,2018
Evan Fournier,17000000,21195270,2018
Bismack Biyombo,17000000,21195270,2018
Derrick Favors,16900000,21070592,2018
Luol Deng,16747954,20881023,2018
Jonas Valanciunas,16539326,20620911,2018
Gary Harris,16517857,20594143,2018
Ian Mahinmi,16000000,19948489,2018
Timofey Mozgov,16000000,19948489,2018
Andre Iguodala,16000000,19948489,2018
Clint Capela,15793104,19690535,2018
Dennis Schroeder,15500000,19325099,2018
DeMarre Carroll,15400000,19200421,2018
Gorgui Dieng,15170787,18914643,2018
Trevor Ariza,15000000,18701709,2018
Eric Bledsoe,15000000,18701709,2018
Ricky Rubio,14800000,18452353,2018
Tobias Harris,14800000,18452353,2018
JR Smith,14720000,18352610,2018
Brandon Knight,14631250,18241958,2018
James Johnson,14420700,17979449,2018
Robin Lopez,14357750,17900964,2018
Kenneth Faried,14242782,17757624,2018
Marvin Williams,14087500,17564021,2018
Taj Gibson,14000000,17454928,2018
Thaddeus Young,13764045,17160744,2018
Tyson Chandler,13585000,16937514,2018
Marcin Gortat,13565218,16912850,2018
Kelly Olynyk,13537527,16878326,2018
Cody Zeller,13528090,16866560,2018
Eric Gordon,13500375,16832005,2018
Austin Rivers,13155324,16401802,2018
Khris Middleton,13000000,16208147,2018
Michael Kidd-Gilchrist,13000000,16208147,2018
Mason Plumlee,12917808,16105672,2018
Wilson Chandler,12800562,15959492,2018
Solomon Hill,12763467,15913243,2018
Nikola Vucevic,12750000,15896452,2018
Dion Waiters,12705000,15840347,2018
Joe Ingles,12545455,15641430,2018
Jeremy Lin,12516746,15605635,2018
Nikola Mirotic,12500000,15584757,2018
Jordan Clarkson,12500000,15584757,2018
Tyreke Evans,12400000,15460079,2018
Miles Plumlee,12400000,15460079,2018
Courtney Lee,12253780,15277775,2018
JJ Redick,12250000,15273062,2018
Avery Bradley,12000000,14961367,2018
Kentavious Caldwell-Pope,12000000,14961367,2018
Kemba Walker,12000000,14961367,2018
Will Barton,11830358,14749861,2018
TJ Warren,11750000,14649672,2018
Zach Randolph,11692308,14577742,2018
Patrick Mills,11571429,14427033,2018
Alec Burks,11536515,14383503,2018
Omer Asik,11286516,14071809,2018
Marcus Smart,11160716,13914964,2018
Jusuf Nurkic,11111111,13853117,2018
Iman Shumpert,11011234,13728593,2018
Moe Harkless,10837079,13511460,2018
Tony Snell,10607143,13224780,2018
Dante Exum,10600000,13215874,2018
Meyers Leonard,10595506,13210271,2018
John Henson,10577466,13187779,2018
Terrence Ross,10500000,13091196,2018
Mirza Teletovic,10500000,13091196,2018
Bojan Bogdanovic,10500000,13091196,2018
Robert Covington,10464092,13046427,2018
Rudy Gay,10087200,12576525,2018
Jon Leuer,10002681,12471148,2018
Danny Green,10000000,12467806,2018
Andre Roberson,10000000,12467806,2018
Darren Collison,10000000,12467806,2018
Dwight Powell,9631250,12008055,2018
Matthew Dellavedova,9607500,11978444,2018
Jared Dudley,9530000,11881819,2018
Boban Marjanovic,9490740,11832870,2018
Norman Powell,9367200,11678843,2018
Josh Richardson,9367200,11678843,2018
Markieff Morris,9173294,11437084,2018
Bogdan Bogdanovic,9000000,11221025,2018
Rajon Rondo,9000000,11221025,2018
