player,sum_salary,today,year
Dahntay Jones,1063680,1819170,2003
Qyntel Woods,1053720,1802136,2003
Boris Diaw,1021080,1746313,2003
Casey Jacobsen,1011600,1730100,2003
Monty Williams,1000000,1710261,2003
Stephen Jackson,1000000,1710261,2003
Dion Glover,1000000,1710261,2003
Brandon Armstrong,995650,1702821,2003
Zoran Planinic,980280,1676534,2003
Efthimios Rentzias,971160,1660937,2003
Tayshaun Prince,971160,1660937,2003
Robert Pack,965610,1651445,2003
Andrei Kirilenko,955800,1634667,2003
Mark Blount,944922,1616063,2003
Travis Outlaw,941040,1609424,2003
Gary Trent,938679,1605386,2003
Fred Hoiberg,938679,1605386,2003
Travis Best,938679,1605386,2003
Gerald Wallace,917520,1569198,2003
Brian Cook,903360,1544981,2003
Frank Williams,894960,1530615,2003
Rod Strickland,887317,1517543,2003
Samuel Dalembert,887160,1517275,2003
Mitchell Butler,876179,1498495,2003
John Salmons,865320,1479923,2003
Primoz Brezec,861600,1473561,2003
Jamaal Tinsley,861600,1473561,2003
Tony Parker,856200,1464325,2003
Chris Jefferies,840360,1437235,2003
Ndudi Ebi,838560,1434156,2003
Dan Dickau,835200,1428410,2003
Maciej Lampe,829000,1417806,2003
Robert Traylor,825000,1410965,2003
Kendrick Perkins,814320,1392699,2003
John Wallace,813679,1391603,2003
Anthony Johnson,813679,1391603,2003
Darvin Ham,813679,1391603,2003
Rick Brunson,813679,1391603,2003
Jacque Vaughn,813679,1391603,2003
Leandro Barbosa,809280,1384080,2003
Carlos Arroyo,800000,1368209,2003
Brian Scalabrine,800000,1368209,2003
Josh Howard,773400,1322716,2003
Anthony Carter,751179,1284712,2003
Vladimir Stepania,751179,1284712,2003
Shammond Williams,751179,1284712,2003
Damon Jones,751179,1284712,2003
Adrian Griffin,751179,1284712,2003
Mark Pope,751179,1284712,2003
Bruno Sundov,751159,1284678,2003
Eddie House,750000,1282695,2003
Reggie Evans,700000,1197182,2003
Doug Overton,695844,1190074,2003
Raja Bell,688679,1177821,2003
Milt Palacio,688679,1177821,2003
Amal McCaskill,688679,1177821,2003
Ansu Sesay,688679,1177821,2003
Rafer Alston,688679,1177821,2003
Scott Padgett,688679,1177821,2003
Obinna Ekezie,688679,1177821,2003
Oliver Miller,686838,1174672,2003
Michael Ruffin,663679,1135064,2003
Ruben Boumtje-Boumtje,663679,1135064,2003
Donnell Harvey,663679,1135064,2003
Mark Madsen,663679,1135064,2003
Pepe Sanchez,663679,1135064,2003
Brian Cardinal,663679,1135064,2003
Jason Hart,638679,1092307,2003
Jabari Smith Sr,638679,1092307,2003
Trenton Hassell,638679,1092307,2003
Loren Woods,638679,1092307,2003
Bobby Simmons,638679,1092307,2003
Jamison Brewer,638679,1092307,2003
Mike Wilks,638679,1092307,2003
Tremaine Fowlkes,638679,1092307,2003
Jeff Trepagnier,638679,1092307,2003
Chris Andersen,638679,1092307,2003
Mike James,638679,1092307,2003
Mengke Bateer,636679,1088887,2003
Lonny Baxter,636679,1088887,2003
Raul Lopez,621520,1062961,2003
Dan Langhi,603786,1032631,2003
Sean Marks,596295,1019820,2003
Alton Ford,586082,1002353,2003
Roger Mason,563679,964038,2003
Devin Brown,563679,964038,2003
Sam Clancy,563679,964038,2003
Robert Archibald,563679,964038,2003
Ronald Murray,563679,964038,2003
Dan Gadzuric,563679,964038,2003
Rasual Butler,563679,964038,2003
Jannero Pargo,563679,964038,2003
Jamal Sampson,563679,964038,2003
JR Bremer,563679,964038,2003
Carlos Boozer,563679,964038,2003
Tamar Slay,563679,964038,2003
Mikki Moore,513000,877364,2003
Zendon Hamilton,485619,830535,2003
Muggsy Bogues,437420,748102,2003
Steve Blake,366931,627547,2003
Maurice Williams,366931,627547,2003
Ben Handlogten,366931,627547,2003
Alex Garcia,366931,627547,2003
Darius Songaila,366931,627547,2003
Willie Green,366931,627547,2003
Kyle Korver,366931,627547,2003
Zaza Pachulia,366931,627547,2003
Keith Bogans,366931,627547,2003
Richie Frahm,366931,627547,2003
Keith McLeod,366931,627547,2003
Udonis Haslem,366931,627547,2003
Jerome Beasley,366931,627547,2003
Theron Smith,366931,627547,2003
Luke Walton,366931,627547,2003
Josh Moore,366931,627547,2003
James Jones,366931,627547,2003
Francisco Elson,366931,627547,2003
Marquis Daniels,366931,627547,2003
Jon Stefansson,366931,627547,2003
Jason Kapono,366931,627547,2003
Linton Johnson,366931,627547,2003
Brandon Hunter,366931,627547,2003
Travis Hansen,366931,627547,2003
Paul Grant,350581,599585,2003
Matt Carroll,349032,596935,2003
Kaniel Dickens,264011,451527,2003
Cherokee Parks,228946,391557,2003
Tyrone Hill,221829,379385,2003
Damone Brown,202508,346341,2003
Quincy Lewis,202341,346055,2003
Ben Davis,176369,301637,2003
Rodney Buford,145686,249161,2003
Tracy Murray,143537,245485,2003
Slavko Vranes,129768,221937,2003
Sean Lampley,89364,152835,2003
Shane Heal,75615,129321,2003
Torraye Braggs,53697,91835,2003
Britton Johnsen,44748,76530,2003
Jelani McCoy,36643,62669,2003
Derrick Dial,32375,55369,2003
Michael Jordan,33140000,64951712,1997
Patrick Ewing,20500000,40178337,1997
Horace Grant,14285714,27998840,1997
Shaquille O'Neal,12857143,25198957,1997
David Robinson,12397440,24297976,1997
Alonzo Mourning,11254800,22058495,1997
Juwan Howard,11250000,22049087,1997
Hakeem Olajuwon,11156000,21864855,1997
Gary Payton,10514688,20607935,1997
Dikembe Mutombo,9615187,18844986,1997
Reggie Miller,9031850,17701693,1997
Chris Webber,9000000,17639270,1997
Shawn Kemp,8600000,16855302,1997
Larry Johnson,8460714,16582313,1997
Derrick Coleman,8002800,15684838,1997
Kevin Johnson,8000000,15679351,1997
Latrell Sprewell,7770000,15228569,1997
Anfernee Hardaway,7580000,14856185,1997
Elden Campbell,7000000,13719432,1997
Danny Manning,6833333,13392778,1997
Allan Houston,6000000,11759513,1997
Robert Horry,6000000,11759513,1997
Shawn Bradley,5940000,11641918,1997
Grant Hill,5850000,11465525,1997
Otis Thorpe,5700000,11171537,1997
Glenn Robinson,5510000,10799153,1997
Tom Gugliotta,5500000,10779553,1997
Clyde Drexler,5500000,10779553,1997
Steve Smith,5400000,10583562,1997
Sean Elliott,5333333,10452900,1997
Dale Davis,5273333,10335305,1997
Jason Kidd,5223333,10237309,1997
Karl Malone,5118578,10031997,1997
John Starks,5112500,10020085,1997
A.C. Green,5095088,9985959,1997
Christian Laettner,5050000,9897590,1997
Kenny Anderson,5010000,9819193,1997
John Stockton,5000000,9799594,1997
Brian Grant,5000000,9799594,1997
Vlade Divac,4833333,9472940,1997
Tim Hardaway,4800000,9407610,1997
Glen Rice,4702000,9215538,1997
Harvey Grant,4671875,9156496,1997
Jim Jackson,4600000,9015626,1997
Charles Smith,4576343,8969260,1997
Toni Kukoc,4560000,8937230,1997
Ron Harper,4560000,8937230,1997
John Williams,4550000,8917631,1997
Antonio Davis,4500000,8819635,1997
Dennis Rodman,4500000,8819635,1997
Jamal Mashburn,4433334,8688975,1997
Kendall Gill,4400000,8623643,1997
Sherman Douglas,4297250,8422260,1997
Billy Owens,4225200,8281049,1997
Isaiah Rider,4210000,8251258,1997
Jeff Hornacek,4195000,8221859,1997
Tyrone Hill,4110000,8055266,1997
Mark Price,4090920,8017871,1997
Vin Baker,4064373,7965841,1997
Bison Dele,4050000,7937671,1997
Bryant Stith,4030000,7898473,1997
Rony Seikaly,4002000,7843595,1997
Nick Anderson,4000000,7839675,1997
Rik Smits,4000000,7839675,1997
Danny Ferry,4000000,7839675,1997
Donyell Marshall,3990000,7820076,1997
PJ Brown,3844800,7535496,1997
Walt Williams,3750000,7349695,1997
Stanley Roberts,3750000,7349695,1997
Brian Shaw,3750000,7349695,1997
Lionel Simmons,3716500,7284038,1997
Dell Curry,3660000,7173303,1997
Chris Gatling,3656400,7166247,1997
LaPhonso Ellis,3650000,7153703,1997
Olden Polynice,3610000,7075307,1997
Calbert Cheaney,3600000,7055708,1997
Jim McIlvaine,3600000,7055708,1997
Derrick McKey,3600000,7055708,1997
Stojko Vrankovic,3580000,7016509,1997
Bobby Hurley,3552000,6961631,1997
Sharone Wright,3500000,6859716,1997
Nate McMillan,3500000,6859716,1997
Wesley Person,3500000,6859716,1997
Dee Brown,3500000,6859716,1997
Anthony Mason,3471500,6803858,1997
Rod Strickland,3450000,6761720,1997
Dana Barros,3400000,6663724,1997
Sam Perkins,3370000,6604926,1997
Loy Vaught,3350000,6565728,1997
Detlef Schrempf,3333333,6533062,1997
Ken Norman,3332000,6530449,1997
Mahmoud Abdul-Rauf,3300000,6467732,1997
Robert Pack,3240000,6350137,1997
Mark Jackson,3200000,6271740,1997
Luc Longley,3184900,6242145,1997
Joe Smith,3165160,6203456,1997
Allen Iverson,3128640,6131880,1997
Hersey Hawkins,3124100,6122982,1997
Chris Childs,3120000,6114946,1997
Arvydas Sabonis,3080000,6036550,1997
Chris Morris,3000000,5879756,1997
Avery Johnson,3000000,5879756,1997
Mitch Richmond,3000000,5879756,1997
Chris Mills,3000000,5879756,1997
Joe Dumars,3000000,5879756,1997
Mookie Blaylock,3000000,5879756,1997
Tim Duncan,2967840,5816725,1997
Chris Mullin,2941500,5765101,1997
Dennis Scott,2920000,5722963,1997
Lamond Murray,2900000,5683764,1997
Bobby Phills,2900000,5683764,1997
Antonio McDyess,2876640,5637981,1997
Bryon Russell,2857144,5599770,1997
Scott Williams,2850000,5585768,1997
Charles Oakley,2850000,5585768,1997
Pooh Richardson,2820710,5528362,1997
Dan Majerle,2820000,5526971,1997
Stacey Augmon,2800000,5487772,1997
Clarence Weatherspoon,2800000,5487772,1997
Marcus Camby,2799240,5486283,1997
Armen Gilliam,2780400,5449358,1997
Micheal Williams,2775000,5438774,1997
Scottie Pippen,2775000,5438774,1997
Andrew Lang,2700000,5291781,1997
Keith Van Horn,2655360,5204290,1997
Rodney Rogers,2640000,5174185,1997
Kevin Edwards,2640000,5174185,1997
Grant Long,2610335,5116044,1997
Cedric Ceballos,2605000,5105588,1997
BJ Armstrong,2600000,5095789,1997
Jerry Stackhouse,2583360,5063176,1997
Doug West,2535000,4968394,1997
Shareef Abdur-Rahim,2513760,4926765,1997
Sam Cassell,2500000,4899797,1997
Jayson Williams,2500000,4899797,1997
Dino Radja,2500000,4899797,1997
Chuck Person,2470000,4840999,1997
Mario Elie,2430000,4762602,1997
Chauncey Billups,2384640,4673701,1997
Voshon Lenard,2364597,4634418,1997
Rasheed Wallace,2329080,4564807,1997
Adam Keefe,2300000,4507813,1997
Blue Edwards,2300000,4507813,1997
Vinny Del Negro,2298777,4505416,1997
Ervin Johnson,2281128,4470825,1997
Stephon Marbury,2266320,4441803,1997
Mark Bryant,2250000,4409817,1997
Charles Barkley,2250000,4409817,1997
Felton Spencer,2178099,4268897,1997
Greg Minor,2160000,4233424,1997
Antonio Daniels,2149920,4213668,1997
Don MacLean,2120000,4155028,1997
George Lynch,2115000,4145228,1997
Kevin Garnett,2109120,4133704,1997
Pervis Ellison,2090000,4096230,1997
Michael Cage,2055421,4028458,1997
Ray Allen,2052360,4022459,1997
Elmore Spencer,2050000,4017833,1997
Tracy Murray,2040000,3998234,1997
Doug Christie,2012767,3944860,1997
Anthony Peeler,2012500,3944336,1997
Terry Porter,2000000,3919837,1997
Elliot Perry,2000000,3919837,1997
Eddie Jones,2000000,3919837,1997
Travis Knight,2000000,3919837,1997
Will Perdue,1987500,3895338,1997
Tony Battie,1946880,3815726,1997
Michael Smith,1920000,3763044,1997
Dale Ellis,1920000,3763044,1997
Brent Price,1920000,3763044,1997
Bryant Reeves,1915680,3754577,1997
Carlos Rogers,1900000,3723845,1997
Nick Van Exel,1900000,3723845,1997
Gheorghe Muresan,1887500,3699346,1997
Popeye Jones,1886538,3697461,1997
Antoine Walker,1864080,3653445,1997
Jalen Rose,1852500,3630749,1997
Khalid Reeves,1852000,3629769,1997
Carl Herrera,1820000,3567052,1997
Kevin Willis,1800000,3527854,1997
Dean Garrett,1800000,3527854,1997
Bill Wennington,1800000,3527854,1997
Muggsy Bogues,1800000,3527854,1997
David Wesley,1800000,3527854,1997
Ron Mercer,1768320,3465763,1997
Lindsey Hunter,1750000,3429858,1997
Damon Stoudamire,1748760,3427427,1997
Lorenzen Wright,1701720,3335233,1997
Bimbo Coles,1700000,3331862,1997
Tim Thomas,1614240,3163779,1997
Shawn Respert,1602120,3140025,1997
Antoine Carr,1600000,3135870,1997
Erick Strickland,1600000,3135870,1997
Eric Piatkowski,1587500,3111371,1997
Derek Harper,1560000,3057473,1997
Kerry Kittles,1559040,3055591,1997
Yinka Dare,1552500,3042774,1997
Greg Graham,1540000,3018275,1997
Eric Montross,1520000,2979076,1997
James Robinson,1500000,2939878,1997
Adonal Foyle,1495000,2930078,1997
Erick Dampier,1478880,2898484,1997
Ed O'Bannon,1472640,2886254,1997
Tree Rollins,1470000,2881080,1997
Terrell Brandon,1469440,2879983,1997
Sean Rooks,1440000,2822283,1997
Lucious Harris,1440000,2822283,1997
Samaki Walker,1433040,2808642,1997
Buck Williams,1431000,2804643,1997
Rex Walters,1430000,2802684,1997
Acie Earl,1430000,2802684,1997
Doug Edwards,1430000,2802684,1997
Corie Blount,1430000,2802684,1997
Scott Burrell,1430000,2802684,1997
Kevin Gamble,1420250,2783574,1997
Matt Geiger,1402000,2747806,1997
Sam Mitchell,1400000,2743886,1997
Kurt Thomas,1398960,2741848,1997
Tracy McGrady,1359360,2664235,1997
Bill Curley,1333800,2614139,1997
Tony Dumas,1330000,2606692,1997
Gary Trent,1329009,2604749,1997
Johnny Newman,1325000,2596892,1997
Lee Mayberry,1320000,2587092,1997
Todd Fuller,1293240,2534645,1997
Danny Fortson,1291440,2531117,1997
Cherokee Parks,1262640,2474672,1997
Haywoode Workman,1260000,2469497,1997
Randy Brown,1260000,2469497,1997
Howard Eisley,1240000,2430299,1997
Monty Williams,1235000,2420499,1997
Duane Ferrell,1235000,2420499,1997
Dickey Simpkins,1235000,2420499,1997
Aaron McKie,1235000,2420499,1997
Vitaly Potapenko,1228560,2407877,1997
Tariq Abdul-Wahad,1226880,2404585,1997
Duane Causwell,1211705,2374843,1997
Chris Whitney,1200000,2351902,1997
Shandon Anderson,1200000,2351902,1997
B.J. Tyler,1200000,2351902,1997
Keith Closs,1200000,2351902,1997
Andrew DeClercq,1200000,2351902,1997
Corliss Williamson,1199520,2350961,1997
Eric Mobley,1178000,2308784,1997
Kobe Bryant,1167240,2287695,1997
Austin Croshere,1165440,2284167,1997
Malik Sealy,1150000,2253906,1997
Robert Parish,1150000,2253906,1997
Eric Williams,1139520,2233366,1997
Chris Dudley,1135000,2224507,1997
Lorenzo Williams,1128000,2210788,1997
Derek Anderson,1107240,2170100,1997
Tim Legler,1105000,2165710,1997
Brent Barry,1082520,2121651,1997
Charlie Ward,1054500,2066734,1997
Steve Nash,1053360,2064500,1997
Maurice Taylor,1051800,2061442,1997
Alan Henderson,1028400,2015580,1997
Clifford Rozier,1022250,2003526,1997
Tony Delk,1000680,1961251,1997
Clifford Robinson,1000000,1959918,1997
Terry Cummings,1000000,1959918,1997
Bo Outlaw,1000000,1959918,1997
Terry Mills,1000000,1959918,1997
Rick Fox,1000000,1959918,1997
Don Reid,1000000,1959918,1997
Henry James,1000000,1959918,1997
Kelvin Cato,999240,1958429,1997
Bob Sura,976920,1914683,1997
Tom Hammonds,970000,1901121,1997
Jermaine O'Neal,950640,1863177,1997
Zan Tabak,950000,1861922,1997
Brevin Knight,949320,1860590,1997
Theo Ratliff,928080,1818961,1997
John Wallace,903120,1770041,1997
Mario Bennett,902500,1768825,1997
Johnny Taylor,901880,1767611,1997
Chris Carr,900000,1763927,1997
Terry Dehere,886125,1736732,1997
Walter McCarty,862560,1690547,1997
Jason Caffey,850920,1667734,1997
Zydrunas Ilgauskas,828000,1622812,1997
Scot Pollard,818160,1603527,1997
Michael Finley,816840,1600940,1997
Dontae' Jones,794880,1557900,1997
Paul Grant,785400,1539320,1997
George Zidek,784200,1536968,1997
Herb Williams,766667,1502605,1997
Roy Rogers,763080,1495574,1997
Randolph Childress,760000,1489538,1997
Anthony Parker,754080,1477935,1997
Travis Best,752000,1473859,1997
Keith Askins,750000,1469939,1997
Tony Massenburg,750000,1469939,1997
Steve Kerr,750000,1469939,1997
Ed Gray,723840,1418667,1997
Loren Meyer,722760,1416550,1997
Chris Anstey,713900,1399186,1997
Eric Snow,706300,1384290,1997
Derek Fisher,703200,1378214,1997
Pete Chilcutt,700000,1371943,1997
Bobby Jackson,694920,1361986,1997
David Vaughn,693840,1359870,1997
Danny Schayes,690000,1352344,1997
Martin Muursepp,675120,1323180,1997
Sherell Ford,670800,1314713,1997
Jerome Williams,652800,1279435,1997
Mark West,650000,1273947,1997
J.R. Reid,650000,1273947,1997
Greg Ostertag,647400,1268851,1997
John Thomas,640440,1255210,1997
Priest Lauderdale,630000,1234748,1997
Eddie Johnson,626700,1228280,1997
David Benoit,609096,1193778,1997
Brian Evans,607545,1190738,1997
Jacque Vaughn,601320,1178538,1997
Gary Grant,600000,1175951,1997
Dontonio Wingfield,600000,1175951,1997
Keith Booth,597600,1171247,1997
David Wingate,570000,1117153,1997
Cory Alexander,562380,1102219,1997
Rodrick Rhodes,555900,1089518,1997
Donny Marshall,540000,1058356,1997
Hubert Davis,537500,1053456,1997
Greg Foster,504000,987799,1997
Lawrence Funderburke,500000,979959,1997
Jerome Kersey,500000,979959,1997
Aaron Williams,500000,979959,1997
Michael Curry,500000,979959,1997
Marcus Brown,500000,979959,1997
Randy Woods,500000,979959,1997
Shawnelle Scott,500000,979959,1997
Jud Buechler,500000,979959,1997
Rick Mahorn,480000,940761,1997
Joe Wolf,480000,940761,1997
Sam Mack,455000,891763,1997
Craig Ehlo,432081,846843,1997
Darrick Martin,431250,845215,1997
Bruce Bowen,422500,828065,1997
John Crotty,420000,823165,1997
Tyus Edney,400000,783967,1997
Shane Heal,384000,752608,1997
Isaac Austin,384000,752608,1997
Fred Hoiberg,356400,698515,1997
Reggie Slater,350000,685971,1997
Darrell Armstrong,350000,685971,1997
Steve Scheffler,330000,646773,1997
Anthony Goldwire,330000,646773,1997
Ben Wallace,326700,640305,1997
Rex Chapman,326700,640305,1997
Mark Davis,326700,640305,1997
Doug Overton,326700,640305,1997
Gerald Wilkins,326700,640305,1997
Derek Strong,326700,640305,1997
Randy Livingston,326700,640305,1997
Othella Harrington,326700,640305,1997
Matt Maloney,326700,640305,1997
Matt Bullard,326700,640305,1997
Emanual Davis,326700,640305,1997
Tyrone Corbin,326700,640305,1997
Eldridge Recasner,326700,640305,1997
Chris Robinson,325000,636973,1997
Charles O'Bannon,320000,627174,1997
Kevin Salvadori,300000,587975,1997
Jerald Honeycutt,300000,587975,1997
Adrian Caldwell,292250,572785,1997
John Long,272500,534077,1997
Ed Stokes,272500,534077,1997
Jon Barry,272500,534077,1997
Jimmy Oliver,272250,533587,1997
Terry Davis,272250,533587,1997
Darvin Ham,272250,533587,1997
Reggie Geary,272250,533587,1997
Malik Rose,272250,533587,1997
Jaren Jackson Jr,272250,533587,1997
Vincent Askew,272250,533587,1997
Sean Higgins,272250,533587,1997
Alton Lister,272250,533587,1997
Tom Chambers,272250,533587,1997
Horacio Llamas Grey,272250,533587,1997
George McCloud,272250,533587,1997
Tim Kempton,272250,533587,1997
Stephen Howard,272250,533587,1997
Greg Anthony,272250,533587,1997
Ron Grandison,272250,533587,1997
Pete Myers,272250,533587,1997
Reggie Jordan,272250,533587,1997
Tim Breaux,272250,533587,1997
Jamie Feick,272250,533587,1997
Todd Day,272250,533587,1997
Mark Strickland,272250,533587,1997
Eric Murdock,272250,533587,1997
Ivano Newbill,272250,533587,1997
Etdrick Bohannon,272250,533587,1997
Joe Stephens,272250,533587,1997
Carl Thomas,272250,533587,1997
Rumeal Robinson,272250,533587,1997
Kevin Ollie,272250,533587,1997
Mitchell Butler,272250,533587,1997
Joe Kleine,272250,533587,1997
Tony Farmer,272250,533587,1997
Corey Beck,272250,533587,1997
Steve Henson,272250,533587,1997
Jack Haley,272250,533587,1997
Greg Anderson,272250,533587,1997
Donald Whiteside,272250,533587,1997
Chucky Brown,272250,533587,1997
Anthony Miller,272250,533587,1997
DeJuan Wheat,262000,513498,1997
Bubba Wells,260000,509578,1997
Cedric Henderson,250000,489979,1997
God Shammgod,242250,474790,1997
Jason Lawson,242250,474790,1997
Troy Hudson,242000,474300,1997
Chris Garner,242000,474300,1997
Derek Grimm,242000,474300,1997
Michael Stewart,242000,474300,1997
Anthony Johnson,242000,474300,1997
Alvin Williams,242000,474300,1997
Marko Milic,242000,474300,1997
Kebu Stewart,242000,474300,1997
James Cotton,242000,474300,1997
Jeff Nordgaard,242000,474300,1997
Malcolm Huckaby,242000,474300,1997
Shea Seals,242000,474300,1997
James Collins,242000,474300,1997
Mark Pope,242000,474300,1997
Serge Zwikker,242000,474300,1997
Eric Washington,242000,474300,1997
Adrian Custis,242000,474300,1997
Travis Williams,242000,474300,1997
Chris Crawford,242000,474300,1997
Matt Fish,150000,293987,1997
Stacey King,100000,195991,1997
William Cunningham,50000,97995,1997
Ruben Nembhard,50000,97995,1997
Ron Riley,50000,97995,1997
Scott Brooks,50000,97995,1997
Jerome Allen,35000,68597,1997
Patrick Savoy,25000,48997,1997
Ben Davis,25000,48997,1997
Amal McCaskill,20700,40570,1997
Nate Huffman,20000,39198,1997
Todd Lindeman,15000,29398,1997
Shaquille O'Neal,17142858,32405880,1999
Kevin Garnett,16806300,31769670,1999
Alonzo Mourning,15004800,28364218,1999
Juwan Howard,15000000,28355144,1999
Patrick Ewing,15000000,28355144,1999
Scottie Pippen,14795642,27968837,1999
Hakeem Olajuwon,14302001,27035686,1999
Karl Malone,14000000,26464801,1999
Dikembe Mutombo,12820249,24234667,1999
Jayson Williams,12375000,23392994,1999
Rik Smits,12250000,23156701,1999
Larry Johnson,11910714,22515334,1999
David Robinson,11592683,21914146,1999
Gary Payton,11020473,20832473,1999
John Stockton,11000000,20793772,1999
Chris Webber,11000000,20793772,1999
Rasheed Wallace,10800000,20415703,1999
Shawn Kemp,10780000,20377897,1999
Damon Stoudamire,10125000,19139722,1999
Rod Strickland,10000000,18903429,1999
Mitch Richmond,10000000,18903429,1999
Antonio McDyess,9900000,18714395,1999
Arvydas Sabonis,9818481,18560296,1999
Reggie Miller,9031850,17073294,1999
Anfernee Hardaway,9000000,17013086,1999
Allen Iverson,9000000,17013086,1999
Vin Baker,9000000,17013086,1999
Latrell Sprewell,9000000,17013086,1999
Ray Allen,9000000,17013086,1999
Shareef Abdur-Rahim,9000000,17013086,1999
Kobe Bryant,9000000,17013086,1999
Charles Barkley,9000000,17013086,1999
Zydrunas Ilgauskas,9000000,17013086,1999
Stephon Marbury,9000000,17013086,1999
Antoine Walker,9000000,17013086,1999
Vlade Divac,8837774,16706423,1999
Bryant Reeves,8666666,16382971,1999
Tom Gugliotta,8558535,16178566,1999
Nick Van Exel,8354614,15793085,1999
Allan Houston,8000000,15122743,1999
Elden Campbell,7975000,15075485,1999
Brian Grant,7680862,14519463,1999
Shawn Bradley,7560000,14290992,1999
Terrell Brandon,7400000,13988537,1999
Derrick Coleman,7370000,13931827,1999
Glenn Robinson,7250000,13704986,1999
Steve Smith,7200000,13610469,1999
Michael Finley,7200000,13610469,1999
Kerry Kittles,7166666,13547456,1999
Chris Dudley,7100000,13421435,1999
Theo Ratliff,7031250,13291473,1999
Glen Rice,7000000,13232400,1999
Grant Hill,6939000,13117089,1999
Matt Geiger,6889520,13023555,1999
Jason Kidd,6858335,12964605,1999
Danny Manning,6833333,12917342,1999
Kenny Anderson,6680000,12627490,1999
Tyrone Hill,6422400,12140538,1999
Clifford Robinson,6125000,11578350,1999
Christian Laettner,6062500,11460204,1999
Horace Grant,5952381,11252041,1999
Bison Dele,5770000,10907278,1999
Jamal Mashburn,5600000,10585920,1999
Kendall Gill,5600000,10585920,1999
Steve Nash,5500000,10396886,1999
Sean Elliott,5433333,10270862,1999
Isaiah Rider,5410000,10226755,1999
Alan Henderson,5318437,10053669,1999
Will Perdue,5300000,10018817,1999
Bryant Stith,5290000,9999914,1999
Marcus Camby,5250000,9924300,1999
Donyell Marshall,5250000,9924300,1999
Charles Oakley,5236000,9897835,1999
Jeff Hornacek,5200000,9829783,1999
Greg Ostertag,5200000,9829783,1999
Luc Longley,5175000,9782524,1999
PJ Brown,5124800,9687629,1999
Jermaine O'Neal,5075000,9593490,1999
Nick Anderson,5051906,9549834,1999
Erick Dampier,4988000,9429030,1999
Wesley Person,4900000,9262680,1999
Chris Gatling,4875200,9215800,1999
Anthony Mason,4860100,9187255,1999
Isaac Austin,4819451,9110415,1999
Tim Hardaway,4800000,9073646,1999
Robert Horry,4800000,9073646,1999
Derrick McKey,4800000,9073646,1999
Jim McIlvaine,4800000,9073646,1999
Jerry Stackhouse,4781250,9038202,1999
Charlie Ward,4540000,8582157,1999
Toni Kukoc,4500000,8506543,1999
Dale Davis,4490000,8487639,1999
Lorenzen Wright,4400000,8317509,1999
Antonio Davis,4200000,7939440,1999
Mookie Blaylock,4200000,7939440,1999
Chris Mills,4200000,7939440,1999
Loy Vaught,4180000,7901633,1999
Hersey Hawkins,4164100,7871577,1999
Chris Childs,4160000,7863826,1999
Darrell Armstrong,4125000,7797664,1999
Chris Mullin,4079100,7710897,1999
Bobby Phills,4060000,7674792,1999
Robert Pack,4050000,7655888,1999
Armen Gilliam,4019200,7597666,1999
Bryon Russell,4000000,7561371,1999
Dee Brown,4000000,7561371,1999
Mark Jackson,4000000,7561371,1999
Danny Ferry,4000000,7561371,1999
John Starks,4000000,7561371,1999
Brent Barry,3960000,7485758,1999
Stacey Augmon,3960000,7485757,1999
Jason Caffey,3937500,7443225,1999
Tim Duncan,3858240,7293396,1999
Vitaly Potapenko,3810000,7202206,1999
Bob Sura,3760000,7107689,1999
Scott Williams,3750000,7088786,1999
Walt Williams,3750000,7088786,1999
Michael Smith,3660000,6918654,1999
Dan Majerle,3600000,6805234,1999
Corliss Williamson,3560000,6729620,1999
Sam Cassell,3500000,6616200,1999
Cedric Ceballos,3500000,6616200,1999
Dana Barros,3500000,6616200,1999
Michael Olowokandi,3456240,6533478,1999
Keith Van Horn,3451920,6525312,1999
Elton Brand,3375960,6381722,1999
Eric Williams,3336000,6306184,1999
Voshon Lenard,3308516,6254229,1999
Doug West,3295000,6228680,1999
Travis Best,3250000,6143614,1999
Michael Stewart,3200000,6049097,1999
Avery Johnson,3200000,6049097,1999
Derek Strong,3159000,5971593,1999
Rex Chapman,3150000,5954580,1999
Chauncey Billups,3100080,5860214,1999
Mike Bibby,3092400,5845696,1999
Rick Fox,3033000,5733410,1999
Steve Francis,3020520,5709818,1999
Adam Keefe,3000000,5671028,1999
Eric Snow,3000000,5671028,1999
Gerald Wilkins,3000000,5671028,1999
Derek Fisher,3000000,5671028,1999
Lamond Murray,3000000,5671028,1999
Ervin Johnson,2951029,5578456,1999
Brent Price,2944000,5565169,1999
Greg Minor,2880000,5444187,1999
Travis Knight,2800000,5292960,1999
Don MacLean,2800000,5292960,1999
Antonio Daniels,2794920,5283357,1999
Raef LaFrentz,2777160,5249784,1999
Pervis Ellison,2750000,5198443,1999
Doug Christie,2742600,5184454,1999
Tracy Murray,2720000,5141732,1999
Samaki Walker,2716667,5135432,1999
Tyrone Nesby,2716667,5135432,1999
Baron Davis,2712480,5127517,1999
Matt Maloney,2681250,5068481,1999
Kevin Willis,2625000,4962150,1999
Terry Cummings,2600000,4914891,1999
Jerome Williams,2550000,4820374,1999
Tony Battie,2530920,4784306,1999
Dean Garrett,2520000,4763664,1999
David Wesley,2520000,4763664,1999
Antawn Jamison,2503800,4733040,1999
Eddie Jones,2500000,4725857,1999
Walter McCarty,2500000,4725857,1999
Anthony Peeler,2495500,4717350,1999
